-28.4346	-165.067
-8.79068	-88.0404
0.770012	-131.676
-32.0798	-142.614
23.5573	-273.647
-3.41362	-87.3527
35.8262	-216.24
-32.5786	-224.572
36.2475	-161.865
-3.95364	-75.4957
-17.7033	-242.863
-31.7333	-103.072
34.3341	-276.565
-13.8097	-108.265
14.04	-200.389
-27.5709	-119.204
12.5857	-146.584
-19.6006	-44.3165
21.4826	-224.226
-13.3195	-188.345
27.5846	-277.568
26.9931	-208.262
1.40205	-97.9909
-21.0808	-138.805
25.792	-61.8114
25.0084	-204.612
-19.9688	-279.446
29.8808	-206.531
-21.3038	-79.6049
16.501	-62.7458
19.9904	-41.1556
34.0102	-93.7106
-4.12243	-263.68
-34.7439	-181.328
-20.7326	-265.658
-39.1277	-280.166
16.1305	-143.201
35.9079	-218.542
23.3171	-97.5497
8.16	-193.826
29.8225	-227.188
-33.3782	-39.5056
-9.77171	-229.226
20.8383	-48.088
0.227322	-192.381
27.3979	-214.239
20.5455	-189.945
-3.70686	-104.068
32.821	-136.785
-33.8359	-290.275
28.4215	-141.001
-39.8149	-139.378
-1.28445	-109.664
6.72074	-116.471
-4.28018	-45.3197
32.0528	-270.858
-8.99604	-97.0709
-30.2108	-249.131
36.9537	-118.535
33.7645	-262.573
-26.2883	-291.714
-19.732	-172.393
23.6032	-67.9648
15.2632	-37.3777
-25.8543	-94.7591
30.5533	-219.871
-12.7097	-160.782
-3.26265	-104.65
-8.37995	-227.36
15.5539	-230.35
-14.4584	-65.5068
36.3801	-248.773
24.3938	-134.217
16.1564	-288.433
17.3198	-136.96
36.9756	-101.564
30.5149	-30.3346
39.3955	-269.1
24.9435	-298.498
3.4346	-45.1781
-4.96167	-163.804
-16.3613	-192.154
-38.0946	-39.7597
26.0631	-240.88
-14.7542	-119.603
10.4179	-68.9134
-28.9132	-151.766
-26.2939	-135.69
24.3514	-36.1699
18.4534	-199.06
38.8252	-47.1034
12.3813	-88.7576
31.921	-292.43
14.3465	-200.477
-1.76669	-127.43
8.97414	-240.859
-9.85486	-180.563
32.5334	-67.7144
37.0864	-199.755
-34.1675	-259.916
13.8285	-190.275
-6.15691	-186.87
-38.9824	-100.061
-12.4539	-200.777
-19.9684	-136.938
15.9281	-53.9639
8.61023	-260.527
8.27242	-279.484
-19.3371	-103.509
-29.4473	-202.088
35.4379	-116.587
-33.5374	-44.0656
-37.3594	-124.618
1.47616	-104.582
-20.3465	-276.948
23.6932	-48.1396
36.7091	-97.4517
-11.0042	-276.454
-22.5027	-176.465
10.1699	-106.906
14.8393	-189.363
19.7529	-115.484
-17.5579	-59.2249
-22.1762	-297.205
-37.4573	-216.338
21.2877	-139.428
35.159	-228.191
37.5614	-71.6574
4.72717	-214.817
30.3943	-73.5744
-31.2145	-172.326
26.0793	-232.919
12.7028	-150.146
-37.3885	-250.942
-38.6514	-263.217
25.4682	-87.9098
36.3853	-276.213
0.283588	-129.768
35.6171	-116.27
39.9966	-238.238
16.5643	-201.299
8.6958	-160.997
-6.37185	-279.986
8.26776	-72.4418
14.9086	-149.699
14.1625	-255.939
7.65421	-117.483
25.105	-116.977
24.1815	-202.204
-34.3519	-140.565
-12.822	-298.653
-12.3953	-141.661
-27.6404	-278.975
-33.5455	-187.606
-0.498329	-95.7108
-24.7833	-136.28
25.8688	-224.679
-27.5356	-294.66
-29.1244	-62.7056
-21.4427	-227.829
-8.90352	-102.823
37.1018	-159.893
29.7753	-292.7
-14.6776	-152.496
-0.151642	-287.235
-27.7937	-208.106
-18.8486	-158.911
-31.1781	-282.82
28.4504	-272.02
0.14957	-246.946
27.4421	-270.848
-31.1951	-256.87
15.9259	-35.3424
-17.5299	-39.6163
-10.0296	-237.279
-12.8057	-200.969
36.164	-170.869
6.40491	-69.3493
-2.73602	-83.2132
38.2995	-196.62
20.8636	-83.8783
-26.6869	-232.908
-7.30068	-49.3095
8.54906	-246.708
37.7463	-220.444
-34.6612	-170.019
-5.6719	-234.789
-38.6217	-137.56
18.1717	-261.111
-27.4091	-134.133
-15.9544	-246.708
-15.9829	-86.5222
28.5951	-189.786
-8.55059	-231.894
-22.2025	-211.89
22.8575	-181.353
-7.10347	-92.1016
24.7167	-143.542
33.1178	-84.5524
14.7009	-57.9382
-13.0984	-31.2255
-38.1429	-203.805
-22.3592	-208.047
-3.13824	-130.548
-3.52704	-67.6928
9.40202	-207.009
31.1203	-228.944
10.8297	-211.103
12.7941	-80.7909
-13.6327	-217.145
2.71709	-60.1121
14.4543	-259.781
-16.5933	-200.525
-6.27843	-164.078
-36.9561	-38.7229
-7.99469	-235.023
-0.96064	-57.5661
-19.9191	-101.695
29.6067	-62.9712
13.0988	-30.8928
-34.8441	-133.588
